id;source;display_name;extras_fim_vigencia;extras_fim_implantacao;extras_inicio_vigencia;extras_laboratorio;extras_apresentacao
"90599420";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"10 MG COM REV CT BL AL PLAS PVC OPC X 400"
"90599411";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"10 MG COM REV CT BL AL PLAS PVC OPC X 350"
"90599403";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"10 MG COM REV CT BL AL PLAS PVC OPC X 300"
"90599390";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"10 MG COM REV CT BL AL PLAS PVC OPC X 250"
"90599381";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"10 MG COM REV CT BL AL PLAS PVC OPC X 200"
"90599373";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"10 MG COM REV CT BL AL PLAS PVC OPC X 150"
"90599365";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"10 MG COM REV CT BL AL PLAS PVC OPC X 120"
"90599357";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"10 MG COM REV CT BL AL PLAS PVC OPC X 90"
"90599349";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"10 MG COM REV CT BL AL PLAS PVC OPC X 60"
"90599330";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"10 MG COM REV CT BL AL PLAS PVC OPC X 30"
"90599322";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"10 MG COM REV CT BL AL PLAS PVC OPC X 20"
"90599314";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"10 MG COM REV CT BL AL PLAS PVC OPC X 10"
"90599306";"tuss-20";"HEMITARTARATO DE ZOLPIDEM";"-";"2025-04-30";"2025-02-01";"ACHE LABORATORIOS FARMACEUTICOS SA";"10 MG COM REV CT BL AL PLAS PVC TRANS X 30"
"90599292";"tuss-20";"SEPTANEST";"-";"2025-04-30";"2025-02-01";"DLA PHARMACEUTICAL LTDA";"40 MG/ML + 10 MCG/ML SOL INJ BUC CT ENVOL 50 CAR VD TRANS X 1,7 ML"
"90599284";"tuss-20";"QUET";"-";"2025-04-30";"2025-02-01";"EUROFARMA LABORATORIOS S.A.";"25 MG COM REV CT BL AL PLAS OPC X 60"
"90599276";"tuss-20";"ICCOR";"-";"2025-04-30";"2025-02-01";"TORRENT DO BRASIL LTDA";"5 MG COM REV CT BL AL AL X 10"
"90599268";"tuss-20";"ICCOR";"-";"2025-04-30";"2025-02-01";"TORRENT DO BRASIL LTDA";"2,5 MG COM REV CT BL AL AL X 10"
"90599250";"tuss-20";"EXPULSATOX";"-";"2025-04-30";"2025-02-01";"BRASTERAPICA PHARMACEUTICA LTDA.";"7 MG/ML XPE CT FR PLAS PET AMB X 100 ML + COP + SER DOS"
"90599241";"tuss-20";"EXPULSATOX";"-";"2025-04-30";"2025-02-01";"BRASTERAPICA PHARMACEUTICA LTDA.";"7 MG/ML XPE CT FR PLAS PET AMB X 100 ML + COP"
"90599233";"tuss-20";"HALOPERIDOL";"-";"2025-04-30";"2025-02-01";"INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA";"5 MG COM CT BL AL PLAS TRANS X 20"
"90599225";"tuss-20";"TREMFYA";"-";"2025-04-30";"2025-02-01";"JANSSEN-CILAG FARMACÊUTICA LTDA";"200 MG SOL INJ CT 1 SER PREENC VD TRANS DISP SEGURANÇA X 2 ML"
"90599217";"tuss-20";"TREMFYA";"-";"2025-04-30";"2025-02-01";"JANSSEN-CILAG FARMACÊUTICA LTDA";"200 MG SOL INJ CT 1 SER PREENC VD TRANS X 2 ML ACOP EM CAN APL"
"90599209";"tuss-20";"TREMFYA";"-";"2025-04-30";"2025-02-01";"JANSSEN-CILAG FARMACÊUTICA LTDA";"200 MG SOL DIL INFUS CT FA VD TRANS X 20 ML"
"90599195";"tuss-20";"RITAPEELS";"-";"2025-04-30";"2025-02-01";"BIONATUS LABORATÓRIO BOTÂNICO LTDA";"120 MG COM REV CT BL AL PLAS PVC TRANS X 30"
"90599187";"tuss-20";"RITAPEELS";"-";"2025-04-30";"2025-02-01";"BIONATUS LABORATÓRIO BOTÂNICO LTDA";"80 MG COM REV CT BL AL PLAS PVC TRANS X 30"
"90599179";"tuss-20";"TEBONIN";"-";"2025-04-30";"2025-02-01";"HERBARIUM LABORATORIO BOTANICO LTDA";"120 MG COM REV CT BL AL PLAS PVC TRANS X 10"
"90599160";"tuss-20";"GADOVIST";"-";"2025-04-30";"2025-02-01";"BAYER S.A.";"604,72 MG/ML SOL INJ IV CT FA VD TRANS X 30 ML"
"90599152";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 650"
"90599144";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 600"
"90599136";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 580"
"90599128";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 530"
"90599110";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 480"
"90599101";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 440"
"90599098";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 400"
"90599080";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 360"
"90599071";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 300"
"90599063";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 240"
"90599055";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 210"
"90599047";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 180"
"90599039";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 150"
"90599020";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 120"
"90599012";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 90"
"90599004";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 60"
"90598997";"tuss-20";"FUROSEMIDA";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS PVC OPC X 30"
"90598989";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"240 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PE/PVDC OPC X 112"
"90598970";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"240 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PE/PVDC OPC X 56"
"90598962";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"240 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PE/PVDC OPC X 28"
"90598954";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"240 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PCTFE TRANS X 112"
"90598946";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"240 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PCTFE TRANS X 56"
"90598938";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"240 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PCTFE TRANS X 28"
"90598920";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"120 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PE/PVDC OPC X 112"
"90598911";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"120 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PE/PVDC OPC X 56"
"90598903";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"120 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PE/PVDC OPC X 28"
"90598890";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"120 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PE/PVDC OPC X 14"
"90598881";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"120 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PCTFE TRANS X 112"
"90598873";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"120 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PCTFE TRANS X 56"
"90598865";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"120 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PCTFE TRANS X 28"
"90598857";"tuss-20";"FUMARATO DE DIMETILA";"-";"2025-04-30";"2025-02-01";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"120 MG CAP DURA LIB RETARD CT BL AL PLAS PVC/PCTFE TRANS X 14"
"90598849";"tuss-20";"DRAMIN B6 DL";"-";"2025-04-30";"2025-02-01";"COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"(3 + 5 + 100 + 100) MG/ML SOL INJ CX 50 AMP VD AMB X 10ML (EMB FRAC)"
"90598830";"tuss-20";"FOSAPREPITANTO DIMEGLUMINA";"-";"2025-04-30";"2025-02-01";"CAMBER FARMACEUTICA LTDA";"150 MG PO LIOF SOL INFUS IV CT 10 FA VD TRANS"
"90598822";"tuss-20";"FOSAPREPITANTO DIMEGLUMINA";"-";"2025-04-30";"2025-02-01";"CAMBER FARMACEUTICA LTDA";"150 MG PO LIOF SOL INFUS IV CT FA VD TRANS"
"90598814";"tuss-20";"ELOTIN";"-";"2025-04-30";"2025-02-01";"LABORATÓRIO FARMACÊUTICO ELOFAR LTDA";"0,275 MG/ML+3,850 MG/ML+11.000 UI/ML+20 MG/ML SOL OTO CX 50 FR PLAS TRANS GOT X 5 ML (EMB HOSP)"
"90598806";"tuss-20";"FLUCOL";"-";"2025-04-30";"2025-02-01";"BELFAR LTDA";"150 MG CAP DURA CX BL AL PLAS PVC TRANS X 500"
"90598792";"tuss-20";"FLUCOL";"-";"2025-04-30";"2025-02-01";"BELFAR LTDA";"150 MG CAP DURA CX BL AL PLAS PVC TRANS X 200"
"90598784";"tuss-20";"FLUCOL";"-";"2025-04-30";"2025-02-01";"BELFAR LTDA";"150 MG CAP DURA CX BL AL PLAS PVC TRANS X 100"
"90598776";"tuss-20";"FIBRYGA";"-";"2025-04-30";"2025-02-01";"OCTAPHARMA BRASIL LTDA";"1 G PO LIOF SOL INJ FA VD TRANS + FA VD TRANS DIL 50 ML"
"90598768";"tuss-20";"NENFY";"-";"2025-04-30";"2025-02-01";"LABORATÓRIO TEUTO BRASILEIRO S/A";"100 MG COM MAST CT BL AL/AL X 30"
"90598750";"tuss-20";"DEXFER";"-";"2025-04-30";"2025-02-01";"EUROFARMA LABORATORIOS S.A.";"100 MG/ML SOL GOT CT FR GOT PLAS PET AMB X 30 ML"
"90598741";"tuss-20";"FENOFIBRATO";"-";"2025-04-30";"2025-02-01";"SUN FARMACÊUTICA DO BRASIL LTDA";"160 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 90"
"90598733";"tuss-20";"FENOFIBRATO";"-";"2025-04-30";"2025-02-01";"SUN FARMACÊUTICA DO BRASIL LTDA";"160 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 60"
"90598725";"tuss-20";"FENOFIBRATO";"-";"2025-04-30";"2025-02-01";"SUN FARMACÊUTICA DO BRASIL LTDA";"160 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 30"
"90598717";"tuss-20";"FENOFIBRATO";"-";"2025-04-30";"2025-02-01";"RANBAXY FARMACÊUTICA LTDA";"160 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 60"
"90598709";"tuss-20";"FENOFIBRATO";"-";"2025-04-30";"2025-02-01";"RANBAXY FARMACÊUTICA LTDA";"160 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 30"
"90598695";"tuss-20";"EZETIMIBA";"-";"2025-04-30";"2025-02-01";"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA";"10 MG COM CT BL AL PLAS PVC/PVDC OPC X 60"
"90598687";"tuss-20";"EZETIMIBA";"-";"2025-04-30";"2025-02-01";"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA";"10 MG COM CT BL AL PLAS PVC/PVDC OPC X 30"
"90598679";"tuss-20";"EZETIMIBA";"-";"2025-04-30";"2025-02-01";"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA";"10 MG COM CT BL AL PLAS PVC/PVDC OPC X 10"
"90598660";"tuss-20";"EVKEEZA";"-";"2025-04-30";"2025-02-01";"ULTRAGENYX BRASIL FARMACEUTICA LTDA";"150 MG/ML SOL INJ CT FA VD TRANS X 2,3 ML"
"90598652";"tuss-20";"ALIVETORE";"-";"2025-04-30";"2025-02-01";"ABBOTT LABORATORIOS DO BRASIL LTDA";"90 MG COM REV CT BL AL AL X 14"
"90598644";"tuss-20";"ALIVETORE";"-";"2025-04-30";"2025-02-01";"ABBOTT LABORATORIOS DO BRASIL LTDA";"90 MG COM REV CT BL AL AL X 7"
"90598636";"tuss-20";"ALIVETORE";"-";"2025-04-30";"2025-02-01";"ABBOTT LABORATORIOS DO BRASIL LTDA";"90 MG COM REV CT BL AL AL X 5"
"90598628";"tuss-20";"ALIVETORE";"-";"2025-04-30";"2025-02-01";"ABBOTT LABORATORIOS DO BRASIL LTDA";"90 MG COM REV CT BL AL AL X 3"
"90598610";"tuss-20";"ALIVETORE";"-";"2025-04-30";"2025-02-01";"ABBOTT LABORATORIOS DO BRASIL LTDA";"90 MG COM REV CT BL AL AL X 2"
"90598601";"tuss-20";"ALIVETORE";"-";"2025-04-30";"2025-02-01";"ABBOTT LABORATORIOS DO BRASIL LTDA";"90 MG COM REV CT BL AL AL X 1"
"90598598";"tuss-20";"ALIVETORE";"-";"2025-04-30";"2025-02-01";"ABBOTT LABORATORIOS DO BRASIL LTDA";"60 MG COM REV CT BL AL AL X 14"
"90598580";"tuss-20";"ALIVETORE";"-";"2025-04-30";"2025-02-01";"ABBOTT LABORATORIOS DO BRASIL LTDA";"60 MG COM REV CT BL AL AL X 7"
"90598571";"tuss-20";"EPTOMYDEX";"-";"2025-04-30";"2025-02-01";"BLAU FARMACEUTICA S.A.";"2 MG/ML SOL INJ CX C/ 25 AMP VD TRANS X 10 ML"
"90598563";"tuss-20";"EPTOMYDEX";"-";"2025-04-30";"2025-02-01";"BLAU FARMACEUTICA S.A.";"2 MG/ML SOL INJ CX C/5 AMP VD TRANS X 10 ML"
"90598555";"tuss-20";"ETODOLACO";"-";"2025-04-30";"2025-02-01";"INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA";"500 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14"
"90598547";"tuss-20";"ETODOLACO";"-";"2025-04-30";"2025-02-01";"INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA";"400 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 20"
"90598539";"tuss-20";"ETODOLACO";"-";"2025-04-30";"2025-02-01";"INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA";"400 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10"
"90598520";"tuss-20";"LARC";"-";"2025-04-30";"2025-02-01";"EUROFARMA LABORATORIOS S.A.";"500 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14"
"90598512";"tuss-20";"LARC";"-";"2025-04-30";"2025-02-01";"EUROFARMA LABORATORIOS S.A.";"500 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 4"
"90598504";"tuss-20";"DORE";"-";"2025-04-30";"2025-02-01";"EUROFARMA LABORATORIOS S.A.";"500 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14"
"90598490";"tuss-20";"ETODOLACO";"-";"2025-04-30";"2025-02-01";"EUROFARMA LABORATORIOS S.A.";"500 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14"
"90598482";"tuss-20";"ESOMEPRAZOL SÓDICO";"-";"2025-04-30";"2025-02-01";"CAMBER FARMACEUTICA LTDA";"40 MG PO LIOF INJ CT X 10 FA VD TRANS"
"90598474";"tuss-20";"SOLIRIS";"-";"2025-04-30";"2025-02-01";"ASTRAZENECA DO BRASIL LTDA.";"10 MG/ML SOL DIL INFUS CT FA VD TRANS X 30 ML"
"90598466";"tuss-20";"AMMY";"-";"2025-04-30";"2025-02-01";"COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"4 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 72 + 12 PLACEBOS"
"90598458";"tuss-20";"TAXXONEX";"-";"2025-04-30";"2025-02-01";"BLAU FARMACEUTICA S.A.";"20 MG/ML SOL DIL INFUS IV CX 10 ENVOL FA VD TRANS X 4 ML"
"90598440";"tuss-20";"TAXXONEX";"-";"2025-04-30";"2025-02-01";"BLAU FARMACEUTICA S.A.";"20 MG/ML SOL DIL INFUS IV CX 5 ENVOL FA VD TRANS X 4 ML"
"90598431";"tuss-20";"TAXXONEX";"-";"2025-04-30";"2025-02-01";"BLAU FARMACEUTICA S.A.";"20 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 4 ML"
"90598423";"tuss-20";"TAXXONEX";"-";"2025-04-30";"2025-02-01";"BLAU FARMACEUTICA S.A.";"20 MG/ML SOL DIL INFUS IV CX 10 ENVOL FA VD TRANS X 1 ML"
"90598415";"tuss-20";"TAXXONEX";"-";"2025-04-30";"2025-02-01";"BLAU FARMACEUTICA S.A.";"20 MG/ML SOL DIL INFUS IV CX 5 ENVOL FA VD TRANS X 1 ML"
"90598407";"tuss-20";"TAXXONEX";"-";"2025-04-30";"2025-02-01";"BLAU FARMACEUTICA S.A.";"20 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 1 ML"
"90598393";"tuss-20";"ZEUGMA XR";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"500 MG COM REV LIB PROL CT FR PLAS PEAD OPC X 100"
"90598385";"tuss-20";"ZEUGMA XR";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"500 MG COM REV LIB PROL CT FR PLAS PEAD OPC X 60"
"90598377";"tuss-20";"ZEUGMA XR";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"500 MG COM REV LIB PROL CT FR PLAS PEAD OPC X 30"
"90598369";"tuss-20";"ZEUGMA XR";"-";"2025-04-30";"2025-02-01";"PRATI DONADUZZI & CIA LTDA";"250 MG COM REV LIB PROL CT FR PLAS PEAD OPC X 100"
