id;source;display_name;extras_fim_vigencia;extras_fim_implantacao;extras_inicio_vigencia
"30914175";"tuss-22";"Linfadenectomia pélvica robótica";"-";"2026-06-30";"2026-04-01"
"31201180";"tuss-22";"Prostatavesiculectomia radical robótica";"-";"2026-06-30";"2026-04-01"
"87000199";"tuss-22";"Colocação de aparelho ortodôntico removível";"-";"2016-04-15";"2016-01-15"
"87000180";"tuss-22";"Sedação medicamentosa ambulatorial em pacientes com necessidades especiais em odontologia";"-";"2011-03-06";"2010-06-09"
"87000164";"tuss-22";"Sedação consciente com óxido nitroso e oxigênio em pacientes com necessidades especiais em odontologia";"-";"2011-03-06";"2010-06-09"
"87000148";"tuss-22";"Estabilização por meio de contenção física e/ou mecânica em pacientes com necessidades especiais em odontologia ";"-";"2011-03-06";"2010-06-09"
"87000067";"tuss-22";"Coroa de policarbonato em dente permanente";"-";"2011-03-06";"2010-06-09"
"87000059";"tuss-22";"Coroa de aço em dente permanente";"-";"2011-03-06";"2010-06-09"
"87000040";"tuss-22";"Coroa de acetato em dente permanente";"-";"2011-03-06";"2010-06-09"
"87000032";"tuss-22";"Condicionamento em odontologia para pacientes com necessidades especiais";"-";"2011-03-06";"2010-06-09"
"87000024";"tuss-22";"Atividade educativa para pais e/ou cuidadores ";"-";"2011-03-06";"2010-06-09"
"87000016";"tuss-22";"Atividade educativa em odontologia para pais e/ou cuidadores de pacientes com necessidades especiais";"-";"2011-03-06";"2010-06-09"
"86000616";"tuss-22";"Recolocação de mantenedor de espaço";"-";"2014-08-31";"2013-12-01"
"86000608";"tuss-22";"Placa de contenção ortodôntica";"-";"2014-08-31";"2013-12-01"
"86000594";"tuss-22";"Splinter";"-";"2011-03-06";"2010-06-09"
"86000586";"tuss-22";"Simões Network";"-";"2011-03-06";"2010-06-09"
"86000578";"tuss-22";"Regulador de função de Frankel";"-";"2011-03-06";"2010-06-09"
"86000560";"tuss-22";"Quadrihélice";"-";"2011-03-06";"2010-06-09"
"86000551";"tuss-22";"Plano inclinado";"-";"2011-03-06";"2010-06-09"
"86000543";"tuss-22";"Plano anterior fixo";"-";"2011-03-06";"2010-06-09"
"86000535";"tuss-22";"Placa lábio-ativa ";"-";"2011-03-06";"2010-06-09"
"86000527";"tuss-22";"Placa encapsulada de Maurício";"-";"2011-03-06";"2010-06-09"
"86000519";"tuss-22";"Placa dupla de Sanders";"-";"2011-03-06";"2010-06-09"
"86000500";"tuss-22";"Placa de verticalização de caninos";"-";"2011-03-06";"2010-06-09"
"86000497";"tuss-22";"Placa de Schwarz";"-";"2011-03-06";"2010-06-09"
"86000489";"tuss-22";"Placa de mordida ortodôntica";"-";"2011-03-06";"2010-06-09"
"86000470";"tuss-22";"Placa de Hawley - com torno expansor";"-";"2011-03-06";"2010-06-09"
"86000462";"tuss-22";"Placa de Hawley";"-";"2011-03-06";"2010-06-09"
"86000454";"tuss-22";"Placa de distalização de molares";"-";"2011-03-06";"2010-06-09"
"86000446";"tuss-22";"Pistas indiretas de Planas";"-";"2011-03-06";"2010-06-09"
"86000438";"tuss-22";"Pistas diretas de Planas - superior e inferior";"-";"2011-03-06";"2010-06-09"
"86000420";"tuss-22";"Obtenção de modelos gnatostáticos de Planas";"-";"2011-03-06";"2010-06-09"
"86000411";"tuss-22";"Monobloco";"-";"2011-03-06";"2010-06-09"
"86000403";"tuss-22";"Modelador elástico de Bimler";"-";"2011-03-06";"2010-06-09"
"86000390";"tuss-22";"Mentoneira";"-";"2011-03-06";"2010-06-09"
"86000381";"tuss-22";"Máscara facial - Delaire e Tração Reversa";"-";"2011-03-06";"2010-06-09"
"86000373";"tuss-22";"Manutenção de aparelho ortodôntico - aparelho removível";"-";"2011-03-06";"2010-06-09"
"86000365";"tuss-22";"Manutenção de aparelho ortodôntico - aparelho ortopédico";"-";"2011-03-06";"2010-06-09"
"86000357";"tuss-22";"Manutenção de aparelho ortodôntico - aparelho fixo";"-";"2011-03-06";"2010-06-09"
"86000330";"tuss-22";"Herbst encapsulado";"-";"2011-03-06";"2010-06-09"
"86000322";"tuss-22";"Grade palatina removível";"-";"2011-03-06";"2010-06-09"
"86000314";"tuss-22";"Grade palatina fixa ";"-";"2011-03-06";"2010-06-09"
"86000306";"tuss-22";"Gianelly";"-";"2011-03-06";"2010-06-09"
"86000292";"tuss-22";"Documentação eletromiográfica";"-";"2011-03-06";"2010-06-09"
"86000284";"tuss-22";"Distalizador tipo Jones Jig ";"-";"2011-03-06";"2010-06-09"
"86000276";"tuss-22";"Distalizador Pendulo/Pendex";"-";"2011-03-06";"2010-06-09"
"86000268";"tuss-22";"Distalizador Distal Jet";"-";"2011-03-06";"2010-06-09"
"86000250";"tuss-22";"Distalizador de Hilgers";"-";"2011-03-06";"2010-06-09"
"86000241";"tuss-22";"Distalizador com mola nitinol";"-";"2011-03-06";"2010-06-09"
"86000233";"tuss-22";"Disjuntor palatino - Macnamara";"-";"2011-03-06";"2010-06-09"
"86000225";"tuss-22";"Disjuntor palatino - Hirax";"-";"2011-03-06";"2010-06-09"
"86000209";"tuss-22";"Contenção fixa por arcada, em ortodontia";"-";"2016-03-31";"2016-01-01"
"86000195";"tuss-22";"Botão de Nance";"-";"2011-03-06";"2010-06-09"
"86000187";"tuss-22";"Blocos geminados de Clark - twinblock";"-";"2011-03-06";"2010-06-09"
"86000179";"tuss-22";"Bionator de Balters";"-";"2011-03-06";"2010-06-09"
"86000160";"tuss-22";"Barra transpalatina removível";"-";"2011-03-06";"2010-06-09"
"86000152";"tuss-22";"Barra transpalatina fixa";"-";"2011-03-06";"2010-06-09"
"86000144";"tuss-22";"Arco lingual ";"-";"2011-03-06";"2010-06-09"
"86000128";"tuss-22";"Aparelho removível com alças bionator invertida ou de Escheler";"-";"2011-03-06";"2010-06-09"
"86000110";"tuss-22";"Aparelho ortodôntico fixo metálico parcial";"-";"2011-03-06";"2010-06-09"
"86000098";"tuss-22";"Aparelho ortodôntico fixo metálico";"-";"2011-03-06";"2010-06-09"
"86000080";"tuss-22";"Aparelho ortodôntico fixo estético parcial";"-";"2011-03-06";"2010-06-09"
"86000063";"tuss-22";"Aparelho ortodôntico fixo estético";"-";"2011-03-06";"2010-06-09"
"86000055";"tuss-22";"Aparelho extra-bucal ";"-";"2011-03-06";"2010-06-09"
"86000047";"tuss-22";"Aparelho de Thurow";"-";"2011-03-06";"2010-06-09"
"86000039";"tuss-22";"Aparelho de protração mandibular -  APM ";"-";"2011-03-06";"2010-06-09"
"86000020";"tuss-22";"Aparelho de Klammt";"-";"2011-03-06";"2010-06-09"
"86000012";"tuss-22";"Aletas Gomes";"-";"2011-03-06";"2010-06-09"
"85500224";"tuss-22";"Tratamento de perimplantite por implante";"-";"2014-08-31";"2013-12-01"
"85500216";"tuss-22";"Plasma rico em plaquetas (PRP)";"-";"2014-08-31";"2013-12-01"
"85500208";"tuss-22";"Barra clipe";"-";"2014-08-31";"2013-12-01"
"85500194";"tuss-22";"Protocolo Branemark provisório para 5 implantes";"-";"2011-03-06";"2010-06-09"
"85500186";"tuss-22";"Protocolo Branemark provisório para 4 implantes";"-";"2011-03-06";"2010-06-09"
"85500178";"tuss-22";"Protocolo Branemark para 5 implantes";"-";"2011-03-06";"2010-06-09"
"85500160";"tuss-22";"Protocolo Branemark para 4 implantes ";"-";"2011-03-06";"2010-06-09"
"85500151";"tuss-22";"Protocolo Branemark em carga imediata para 5 implantes - parte protética";"-";"2011-03-06";"2010-06-09"
"85500143";"tuss-22";"Protocolo Branemark em carga imediata para 4 implantes - parte protética";"-";"2011-03-06";"2010-06-09"
"85500135";"tuss-22";"Prótese parcial fixa provisória em carga imediata";"-";"2011-03-06";"2010-06-09"
"85500127";"tuss-22";"Prótese parcial fixa implanto suportada";"-";"2011-03-06";"2010-06-09"
"85500119";"tuss-22";"Overdenture barra clipe ou o'ring sobre três implantes";"-";"2011-03-06";"2010-06-09"
"85500100";"tuss-22";"Overdenture barra clipe ou o'ring sobre quatro ou mais implantes";"-";"2011-03-06";"2010-06-09"
"85500097";"tuss-22";"Overdenture barra clipe ou o'ring sobre dois implantes";"-";"2011-03-06";"2010-06-09"
"85500089";"tuss-22";"Manutenção de prótese sobre implantes";"-";"2011-03-06";"2010-06-09"
"85500070";"tuss-22";"Intermediário protético (para implantes)";"-";"2011-03-06";"2010-06-09"
"85500062";"tuss-22";"Guia cirúrgico para implante";"-";"2011-03-06";"2010-06-09"
"85500054";"tuss-22";"Coroa total metalo plástica sobre implante - resina acrílica";"-";"2011-03-06";"2010-06-09"
"85500046";"tuss-22";"Coroa total metalo plástica sobre implante - cerômero";"-";"2011-03-06";"2010-06-09"
"85500038";"tuss-22";"Coroa total metalo cerâmica sobre implante";"-";"2011-03-06";"2010-06-09"
"85500020";"tuss-22";"Coroa provisória sobre implante com carga imediata";"-";"2011-03-06";"2010-06-09"
"85500011";"tuss-22";"Coroa provisória sobre implante";"-";"2011-03-06";"2010-06-09"
"85400610";"tuss-22";"Prótese total caracterizada";"-";"2014-08-31";"2013-12-01"
"85400602";"tuss-22";"Ponto de solda";"-";"2014-08-31";"2013-12-01"
"85400599";"tuss-22";"Planejamento em prótese";"-";"2014-08-31";"2013-12-01"
"85400580";"tuss-22";"JIG ou Front plato - órtese reposicionadora";"-";"2014-08-31";"2013-12-01"
"85400572";"tuss-22";"Coroa 3/4 ou 4/5";"-";"2014-08-31";"2013-12-01"
"85400564";"tuss-22";"Prótese total imediata sobre implantes";"-";"2014-08-31";"2012-10-10"
"85400556";"tuss-22";"Restauração metálica fundida";"-";"2011-03-06";"2010-06-09"
"85400548";"tuss-22";"Restauração em cerômero - inlay ";"-";"2011-03-06";"2010-06-09"
"85400530";"tuss-22";"Restauração em cerômero - onlay";"-";"2011-03-06";"2010-06-09"
"85400521";"tuss-22";"Restauração em cerâmica pura - onlay";"-";"2011-03-06";"2010-06-09"
"85400513";"tuss-22";"Restauração em cerâmica pura - inlay ";"-";"2011-03-06";"2010-06-09"
"85400505";"tuss-22";"Remoção de trabalho protético";"-";"2011-03-06";"2010-06-09"
"85400491";"tuss-22";"Reembasamento de prótese total ou parcial - mediato (em laboratório)";"-";"2011-03-06";"2010-06-09"
"85400483";"tuss-22";"Reembasamento de prótese total ou parcial - imediato (em consultório)";"-";"2011-03-06";"2010-06-09"
"85400475";"tuss-22";"Reembasamento de coroa provisória";"-";"2011-03-06";"2010-06-09"
"85400467";"tuss-22";"Recimentação de trabalhos protéticos";"-";"2011-03-06";"2010-06-09"
"85400459";"tuss-22";"Provisório para Restauração metálica fundida";"-";"2011-03-06";"2010-06-09"
"85400440";"tuss-22";"Provisório para Inlay/Onlay";"-";"2011-03-06";"2010-06-09"
"85400432";"tuss-22";"Provisório para Faceta";"-";"2011-03-06";"2010-06-09"
"85400424";"tuss-22";"Prótese total incolor";"-";"2011-03-06";"2010-06-09"
"85400416";"tuss-22";"Prótese total imediata";"-";"2011-03-06";"2010-06-09"
"85400408";"tuss-22";"Prótese total";"-";"2011-03-06";"2010-06-09"
"85400394";"tuss-22";"Prótese parcial removível provisória em acrílico com ou sem grampos";"-";"2011-03-06";"2010-06-09"
"85400386";"tuss-22";"Prótese parcial removível com grampos bilateral";"-";"2011-03-06";"2010-06-09"
"85400378";"tuss-22";"Prótese parcial removível com encaixes de precisão ou de semi precisão";"-";"2011-03-06";"2010-06-09"
"85400360";"tuss-22";"Prótese parcial fixa provisória";"-";"2011-03-06";"2010-06-09"
"85400351";"tuss-22";"Prótese parcial fixa In Ceran livre de metal (metal free)";"-";"2011-03-06";"2010-06-09"
"85400343";"tuss-22";"Prótese parcial fixa em metalo plástica";"-";"2011-03-06";"2010-06-09"
"85400335";"tuss-22";"Prótese parcial fixa em metalo cerâmica";"-";"2011-03-06";"2010-06-09"
"85400327";"tuss-22";"Prótese parcial fixa em cerômero livre de metal (metal free)";"-";"2011-03-06";"2010-06-09"
"85400319";"tuss-22";"Prótese fixa adesiva indireta em metalo plástica";"-";"2011-03-06";"2010-06-09"
"85400300";"tuss-22";"Prótese fixa adesiva indireta em metalo cerâmica";"-";"2011-03-06";"2010-06-09"
"85400297";"tuss-22";"Prótese fixa adesiva em cerômero livre de metal (metal free)";"-";"2011-03-06";"2010-06-09"
"85400289";"tuss-22";"Prótese fixa adesiva direta (provisória)";"-";"2011-03-06";"2010-06-09"
"85400270";"tuss-22";"Placa oclusal resiliente";"-";"2011-03-06";"2010-06-09"
"85400262";"tuss-22";"Pino pré fabricado ";"-";"2011-03-06";"2010-06-09"
"85400254";"tuss-22";"Órtese reposicionadora (placa oclusal reposicionadora)";"-";"2011-03-06";"2010-06-09"
"85400246";"tuss-22";"Órtese miorrelaxante (placa oclusal estabilizadora)";"-";"2011-03-06";"2010-06-09"
"85400238";"tuss-22";"Onlay de Resina Indireta";"-";"2011-03-06";"2010-06-09"
"85400220";"tuss-22";"Núcleo metálico fundido";"-";"2011-03-06";"2010-06-09"
"85400211";"tuss-22";"Núcleo de preenchimento";"-";"2011-03-06";"2010-06-09"
"85400203";"tuss-22";"Guia cirúrgico para prótese total imediata";"-";"2011-03-06";"2010-06-09"
"85400190";"tuss-22";"Faceta em cerômero";"-";"2011-03-06";"2010-06-09"
"85400181";"tuss-22";"Faceta em cerâmica pura";"-";"2011-03-06";"2010-06-09"
"85400173";"tuss-22";"Coroa total metalo plástica - resina acrílica";"-";"2011-03-06";"2010-06-09"
"85400165";"tuss-22";"Coroa total metalo plástica - cerômero";"-";"2011-03-06";"2010-06-09"
"85400157";"tuss-22";"Coroa total metalo cerâmica";"-";"2011-03-06";"2010-06-09"
"85400149";"tuss-22";"Coroa total metálica ";"-";"2011-03-06";"2010-06-09"
"85400130";"tuss-22";"Coroa total livre de metal (metalfree) sobre implante - cerômero";"-";"2011-03-06";"2010-06-09"
"85400122";"tuss-22";"Coroa total livre de metal (metalfree) sobre implante - cerâmica";"-";"2011-03-06";"2010-06-09"
"85400114";"tuss-22";"Coroa total em cerômero";"-";"2011-03-06";"2010-06-09"
"85400106";"tuss-22";"Coroa total em cerâmica pura ";"-";"2011-03-06";"2010-06-09"
"85400092";"tuss-22";"Coroa total acrílica prensada";"-";"2011-03-06";"2010-06-09"
"85400084";"tuss-22";"Coroa provisória sem pino";"-";"2011-03-06";"2010-06-09"
"85400076";"tuss-22";"Coroa provisória com pino";"-";"2011-03-06";"2010-06-09"
"85400068";"tuss-22";"Conserto em prótese total (exclusivamente em consultório) ";"-";"2011-03-06";"2010-06-09"
"85400050";"tuss-22";"Conserto em prótese total (em consultório e em laboratório) ";"-";"2011-03-06";"2010-06-09"
"85400041";"tuss-22";"Conserto em prótese parcial removível (exclusivamente em consultório) ";"-";"2011-03-06";"2010-06-09"
"85400033";"tuss-22";"Conserto em prótese parcial removível (em consultório e em laboratório) ";"-";"2011-03-06";"2010-06-09"
"85400025";"tuss-22";"Ajuste Oclusal por desgaste seletivo";"-";"2011-03-06";"2010-06-09"
"85400017";"tuss-22";"Ajuste Oclusal por acréscimo";"-";"2011-03-06";"2010-06-09"
"85300101";"tuss-22";"Tracionamento de raiz residual";"-";"2014-08-31";"2013-12-01"
"85300098";"tuss-22";"Manutenção periodontal";"-";"2014-08-31";"2013-12-01"
"85300080";"tuss-22";"Tratamento de pericoronarite";"-";"2011-03-06";"2010-06-09"
"85300071";"tuss-22";"Tratamento de gengivite necrosante aguda - GNA";"-";"2011-03-06";"2010-06-09"
"85300063";"tuss-22";"Tratamento de abscesso periodontal agudo";"-";"2011-03-06";"2010-06-09"
"85300055";"tuss-22";"Remoção dos fatores de retenção do Biofilme Dental (Placa Bacteriana)";"-";"2011-03-06";"2010-06-09"
"85300047";"tuss-22";"Raspagem supra-gengival";"-";"2011-03-06";"2010-06-09"
"85300039";"tuss-22";"Raspagem sub-gengival/alisamento radicular ";"-";"2011-03-06";"2010-06-09"
"85300020";"tuss-22";"Imobilização dentária em dentes permanentes";"-";"2011-03-06";"2010-06-09"
"85300012";"tuss-22";"Dessensibilização dentária";"-";"2011-03-06";"2010-06-09"
"85200182";"tuss-22";"Curetagem apical";"-";"2014-08-31";"2013-12-01"
"85200174";"tuss-22";"Curativo endodôntico em situação de urgência";"-";"2014-08-31";"2013-12-01"
"85200166";"tuss-22";"Tratamento endodôntico unirradicular";"-";"2011-03-06";"2010-06-09"
"85200158";"tuss-22";"Tratamento endodôntico multirradicular";"-";"2011-03-06";"2010-06-09"
"85200140";"tuss-22";"Tratamento endodôntico birradicular";"-";"2011-03-06";"2010-06-09"
"85200131";"tuss-22";"Tratamento endodôndico de dente com rizogênese incompleta";"-";"2011-03-06";"2010-06-09"
"85200123";"tuss-22";"Tratamento de perfuração endodôntica";"-";"2011-03-06";"2010-06-09"
"85200115";"tuss-22";"Retratamento endodôntico unirradicular";"-";"2011-03-06";"2010-06-09"
"85200107";"tuss-22";"Retratamento endodôntico multirradicular";"-";"2011-03-06";"2010-06-09"
"85200093";"tuss-22";"Retratamento endodôntico birradicular";"-";"2011-03-06";"2010-06-09"
"85200085";"tuss-22";"Restauração temporária / tratamento expectante";"-";"2011-03-06";"2010-06-09"
"85200077";"tuss-22";"Remoção de núcleo intrarradicular";"-";"2011-03-06";"2010-06-09"
"85200069";"tuss-22";"Remoção de material obturador intracanal para retratamento endodôntico";"-";"2011-03-06";"2010-06-09"
"85200050";"tuss-22";"Remoção de corpo estranho intracanal";"-";"2011-03-06";"2010-06-09"
"85200042";"tuss-22";"Pulpotomia";"-";"2011-03-06";"2010-06-09"
"85200034";"tuss-22";"Pulpectomia";"-";"2011-03-06";"2010-06-09"
"85200026";"tuss-22";"Preparo para núcleo intrarradicular";"-";"2011-03-06";"2010-06-09"
"85200018";"tuss-22";"Clareamento de dente desvitalizado ";"-";"2011-03-06";"2010-06-09"
"85100269";"tuss-22";"Dessensibilização dentinária";"-";"2014-08-31";"2013-12-01"
"85100250";"tuss-22";"Aplicação de laser terapêutico";"-";"2014-08-31";"2013-12-01"
"85100242";"tuss-22";"Adequação do meio bucal";"-";"2014-08-31";"2013-12-01"
"85100234";"tuss-22";"Tratamento de fluorose - microabrasão";"-";"2011-03-06";"2010-06-09"
"85100226";"tuss-22";"Restauração em resina fotopolimerizável  4 faces";"-";"2011-03-06";"2010-06-09"
"85100218";"tuss-22";"Restauração em resina fotopolimerizável  3 faces";"-";"2011-03-06";"2010-06-09"
"85100200";"tuss-22";"Restauração em resina fotopolimerizável  2 faces";"-";"2011-03-06";"2010-06-09"
"85100196";"tuss-22";"Restauração em resina fotopolimerizável  1 face";"-";"2011-03-06";"2010-06-09"
"85100170";"tuss-22";"Restauração em resina (indireta) - Inlay";"-";"2011-03-06";"2010-06-09"
"85100161";"tuss-22";"Restauração em ionômero de vidro - 4 faces";"-";"2011-03-06";"2010-06-09"
"85100153";"tuss-22";"Restauração em ionômero de vidro - 3 faces";"-";"2011-03-06";"2010-06-09"
"85100145";"tuss-22";"Restauração em ionômero de vidro - 2 faces ";"-";"2011-03-06";"2010-06-09"
"85100137";"tuss-22";"Restauração em ionômero de vidro - 1 face";"-";"2011-03-06";"2010-06-09"
"85100129";"tuss-22";"Restauração de amálgama - 4 faces";"-";"2011-03-06";"2010-06-09"
"85100110";"tuss-22";"Restauração de amálgama - 3 faces";"-";"2011-03-06";"2010-06-09"
"85100102";"tuss-22";"Restauração de amálgama - 2 faces";"-";"2011-03-06";"2010-06-09"
"85100099";"tuss-22";"Restauração de amálgama  - 1 face";"-";"2011-03-06";"2010-06-09"
"85100080";"tuss-22";"Restauração atraumática em dente permanente";"-";"2011-03-06";"2010-06-09"
"85100072";"tuss-22";"Placa de Acetato para Clareamento Caseiro";"-";"2011-03-06";"2010-06-09"
"85100064";"tuss-22";"Faceta direta em resina fotopolimerizável";"-";"2011-03-06";"2010-06-09"
"85100056";"tuss-22";"Curativo de demora em endodontia";"-";"2011-03-06";"2010-06-09"
"85100048";"tuss-22";"Colagem de fragmentos dentários";"-";"2011-03-06";"2010-06-09"
"85100030";"tuss-22";"Clareamento dentário de consultório ";"-";"2011-03-06";"2010-06-09"
"85100021";"tuss-22";"Clareamento dentário caseiro";"-";"2011-03-06";"2010-06-09"
"85100013";"tuss-22";"Capeamento pulpar direto";"-";"2011-03-06";"2010-06-09"
"85000787";"tuss-22";"Imobilização dentária em dentes decíduos";"-";"2011-03-06";"2010-06-09"
"84000252";"tuss-22";"Teste de PH salivar";"-";"2011-03-06";"2010-06-09"
"84000236";"tuss-22";"Teste de contagem microbiológica";"-";"2011-03-06";"2010-06-09"
"84000228";"tuss-22";"Teste de capacidade tampão da saliva";"-";"2011-03-06";"2010-06-09"
"84000201";"tuss-22";"Remineralização";"-";"2011-03-06";"2010-06-09"
"84000198";"tuss-22";"Profilaxia: polimento coronário";"-";"2011-03-06";"2010-06-09"
"84000171";"tuss-22";"Controle de cárie incipiente";"-";"2011-03-06";"2010-06-09"
"84000163";"tuss-22";"Controle de biofilme (placa bacteriana)";"-";"2011-03-06";"2010-06-09"
"84000139";"tuss-22";"Atividade educativa em saúde bucal ";"-";"2011-03-06";"2010-06-09"
"84000112";"tuss-22";"Aplicação tópica de verniz fluoretado";"-";"2011-03-06";"2010-06-09"
"84000090";"tuss-22";"Aplicação tópica de flúor";"-";"2011-03-06";"2010-06-09"
"84000074";"tuss-22";"Aplicação de selante de fóssulas e fissuras";"-";"2011-03-06";"2010-06-09"
"84000058";"tuss-22";"Aplicação de selante - técnica invasiva";"-";"2011-03-06";"2010-06-09"
"84000031";"tuss-22";"Aplicação de cariostático";"-";"2011-03-06";"2010-06-09"
"84000015";"tuss-22";"Aparelho protetor bucal";"-";"2011-03-06";"2010-06-09"
"83000151";"tuss-22";"Tratamento endodôntico em dente decíduo ";"-";"2011-03-06";"2010-06-09"
"83000135";"tuss-22";"Restauração atraumática em dente decíduo";"-";"2011-03-06";"2010-06-09"
"83000127";"tuss-22";"Pulpotomia em dente decíduo";"-";"2011-03-06";"2010-06-09"
"83000100";"tuss-22";"Mantenedor de espaço removível";"-";"2011-03-06";"2010-06-09"
"83000097";"tuss-22";"Mantenedor de espaço fixo";"-";"2011-03-06";"2010-06-09"
"83000089";"tuss-22";"Exodontia simples de decíduo";"-";"2011-03-06";"2010-06-09"
"83000062";"tuss-22";"Coroa de policarbonato em dente decíduo";"-";"2011-03-06";"2010-06-09"
"83000046";"tuss-22";"Coroa de aço em dente decíduo";"-";"2011-03-06";"2010-06-09"
"83000020";"tuss-22";"Coroa de acetato em dente decíduo";"-";"2011-03-06";"2010-06-09"
"82001766";"tuss-22";"Placa de contenção cirúrgica";"-";"2014-08-31";"2013-12-01"
"82001758";"tuss-22";"Marsupialização de cistos odontológicos";"-";"2014-08-31";"2013-12-01"
"82001740";"tuss-22";"Exodontia de incluso/impactado supra numerário";"-";"2014-08-31";"2013-12-01"
"82001731";"tuss-22";"Exodontia de semi-incluso/impactado supra numerário";"-";"2014-08-31";"2013-12-01"
"82001723";"tuss-22";"Aplicação de laser pós cirúrgico";"-";"2014-08-31";"2013-12-01"
"82001715";"tuss-22";"Ulotomia ";"-";"2011-03-06";"2010-06-09"
"82001707";"tuss-22";"Ulectomia";"-";"2011-03-06";"2010-06-09"
"82001685";"tuss-22";"Tunelização";"-";"2011-03-06";"2010-06-09"
"82001669";"tuss-22";"Tratamento odontológico regenerativo com enxerto de osso autógeno";"-";"2011-03-06";"2010-06-09"
"82001650";"tuss-22";"Tratamento de alveolite ";"-";"2011-03-06";"2010-06-09"
"82001642";"tuss-22";"Tratamento conservador de luxação da articulação têmporo-mandibular - ATM ";"-";"2011-03-06";"2010-06-09"
"82001634";"tuss-22";"Tratamento Cirúrgico para tumores odontogênicos benignos - sem reconstrução";"-";"2011-03-06";"2010-06-09"
"82001618";"tuss-22";"Tratamento cirúrgico dos tumores benignos de tecidos moles na região buco-maxilo-facial";"-";"2011-03-06";"2010-06-09"
"82001596";"tuss-22";"Tratamento cirúrgico de tumores benignos de tecidos ósseos/cartilaginosos na região buco-maxilo-facial ";"-";"2011-03-06";"2010-06-09"
"82001588";"tuss-22";"Tratamento cirúrgico de hiperplasias de tecidos ósseos/cartilaginosos na região buco-maxilo-facial";"-";"2011-03-06";"2010-06-09"
"82001553";"tuss-22";"Tratamento cirúrgico de hiperplasias de tecidos moles na região buco-maxilo-facial";"-";"2011-03-06";"2010-06-09"
"82001545";"tuss-22";"Tratamento cirúrgico de bridas constritivas da região buco-maxilo-facial ";"-";"2011-03-06";"2010-06-09"
"82001529";"tuss-22";"Tratamento cirúrgico das fístulas buco sinusal";"-";"2011-03-06";"2010-06-09"
"82001510";"tuss-22";"Tratamento cirúrgico das fístulas buco nasal ";"-";"2011-03-06";"2010-06-09"
"82001502";"tuss-22";"Tracionamento cirúrgico com finalidade ortodôntica";"-";"2011-03-06";"2010-06-09"
"82001499";"tuss-22";"Sutura de ferida em região buco-maxilo-facial";"-";"2011-03-06";"2010-06-09"
"82001464";"tuss-22";"Sepultamento radicular";"-";"2011-03-06";"2010-06-09"
"82001456";"tuss-22";"Sedação medicamentosa ambulatorial em odontologia";"-";"2011-03-06";"2010-06-09"
"82001448";"tuss-22";"Sedação consciente com óxido nitroso e oxigênio em odontologia";"-";"2011-03-06";"2010-06-09"
"82001430";"tuss-22";"Retirada dos meios de fixação da região buco-maxilo-facial";"-";"2011-03-06";"2010-06-09"
"82001413";"tuss-22";"Retirada de corpo estranho subcutâneo ou submucoso da região buco-maxilo-facial";"-";"2011-03-06";"2010-06-09"
"82001391";"tuss-22";"Retirada de corpo estranho oroantral ou oronasal da região buco-maxilo-facial";"-";"2011-03-06";"2010-06-09"
"82001375";"tuss-22";"Remoção de tamponamento nasal";"-";"2011-03-06";"2010-06-09"
"82001367";"tuss-22";"Remoção de odontoma";"-";"2011-03-06";"2010-06-09"
"82001332";"tuss-22";"Remoção de implante dentário ósseo integrado no seio maxilar";"-";"2011-03-06";"2010-06-09"
"82001324";"tuss-22";"Remoção de implante dentário não ósseo integrado";"-";"2011-03-06";"2010-06-09"
"82001316";"tuss-22";"Remoção de dreno intra-oral";"-";"2011-03-06";"2010-06-09"
"82001308";"tuss-22";"Remoção de dreno extra-oral";"-";"2011-03-06";"2010-06-09"
"82001294";"tuss-22";"Remoção de dentes semi-inclusos / impactados";"-";"2011-03-06";"2010-06-09"
"82001286";"tuss-22";"Remoção de dentes inclusos / impactados";"-";"2011-03-06";"2010-06-09"
"82001251";"tuss-22";"Reimplante dentário com contenção";"-";"2011-03-06";"2010-06-09"
"82001243";"tuss-22";"Regeneração tecidual guiada - RTG";"-";"2011-03-06";"2010-06-09"
"82001235";"tuss-22";"Reeducação e/ou reabilitação de sequela em traumatismo buco-maxilo-facial ";"-";"2011-03-06";"2010-06-09"
"82001219";"tuss-22";"Reeducação e/ou reabilitação de distúrbio buco-maxilo-facial";"-";"2011-03-06";"2010-06-09"
"82001197";"tuss-22";"Redução simples de luxação de Articulação Têmporo-mandibular (ATM) ";"-";"2011-03-06";"2010-06-09"
"82001189";"tuss-22";"Redução incruenta de fratura alvéolo dentária";"-";"2011-03-06";"2010-06-09"
"82001170";"tuss-22";"Redução cruenta de fratura alvéolo dentária";"-";"2011-03-06";"2010-06-09"
"82001138";"tuss-22";"Reabertura - colocação de cicatrizador";"-";"2011-03-06";"2010-06-09"
"82001120";"tuss-22";"Punção aspirativa orientada por imagem na região buco-maxilo-facial";"-";"2011-03-06";"2010-06-09"
"82001103";"tuss-22";"Punção aspirativa na região buco-maxilo-facial";"-";"2011-03-06";"2010-06-09"
"82001073";"tuss-22";"Odonto-secção";"-";"2011-03-06";"2010-06-09"
"82001065";"tuss-22";"Levantamento do seio maxilar com osso liofilizado";"-";"2011-03-06";"2010-06-09"
"82001057";"tuss-22";"Levantamento do seio maxilar com osso homólogo";"-";"2011-03-06";"2010-06-09"
