id;source;display_name;extras_fim_vigencia;extras_fim_implantacao;extras_inicio_vigencia
"40202291";"tuss-22";"Hemostasia mecânica do esôfago, estômago ou duodeno ";"-";"2010-10-15";"2009-02-13"
"30703042";"tuss-22";"Flexor curto plantar (flexor digitorum brevis) ";"-";"2010-10-15";"2009-02-13"
"40202283";"tuss-22";"Gastrostomia endoscópica ";"-";"2010-10-15";"2009-02-13"
"30703034";"tuss-22";"Extensor próprio do dedo gordo (extensor hallucis longus) ";"-";"2010-10-15";"2009-02-13"
"40202267";"tuss-22";"Estenostomia endoscópica ";"-";"2010-10-15";"2009-02-13"
"30703026";"tuss-22";"Extensor comum dos dedos (extensor digitorum longus) ";"-";"2010-10-15";"2009-02-13"
"40202259";"tuss-22";"Esclerose ou hemostasia química de varizes ou outras patologias hemorrágicas de esôfago, estômago ou duodeno";"-";"2010-10-15";"2024-04-01"
"30703018";"tuss-22";"Bíceps femoral (biceps femoris)";"-";"2010-10-15";"2009-02-13"
"40202240";"tuss-22";"Ecoendoscopia com punção por agulha ";"-";"2010-10-15";"2009-02-13"
"30702089";"tuss-22";"Trapézio (trapezius) ";"-";"2010-10-15";"2009-02-13"
"40202232";"tuss-22";"Ecoendoscopia com neurólise de plexo celíaco";"-";"2010-10-15";"2009-02-13"
"30702070";"tuss-22";"Tensor da fascia lata (tensor fascia lata) - transplantes músculo-cutâneos com microanastomoses vasculares";"-";"2010-10-15";"2009-02-13"
"40202224";"tuss-22";"Ecoendoscopia com cistoenterostomia ";"-";"2010-10-15";"2009-02-13"
"30702062";"tuss-22";"Serrato maior (serratus) - transplantes músculo-cutâneos com microanastomoses vasculares";"-";"2010-10-15";"2009-02-13"
"40202216";"tuss-22";"Drenagem cavitária por laparoscopia";"-";"2010-10-15";"2009-02-13"
"30702054";"tuss-22";"Reto interno (gracilis) - transplantes músculo-cutâneos com microanastomoses vasculares";"-";"2010-10-15";"2009-02-13"
"40202208";"tuss-22";"Diverticulotomia - aparelho digestivo ";"-";"2010-10-15";"2009-02-13"
"30702046";"tuss-22";"Reto abdominal (rectus abdominis) ";"-";"2010-10-15";"2009-02-13"
"40202194";"tuss-22";"Dilatação instrumental e injeção de substância medicamentosa por endoscopia";"-";"2010-10-15";"2009-02-13"
"40202186";"tuss-22";"Dilatação instrumental do esôfago, estômago ou duodeno ";"-";"2010-10-15";"2009-02-13"
"30702038";"tuss-22";"Outros transplantes músculo-cutâneos";"-";"2010-10-15";"2009-02-13"
"40202178";"tuss-22";"Dilatação de estenose laringo-traqueo-brônquica ";"-";"2010-10-15";"2009-02-13"
"30702020";"tuss-22";"Grande glúteo (gluteus maximus) ";"-";"2010-10-15";"2009-02-13"
"40202160";"tuss-22";"Desobstrução brônquica por broncoaspiração ";"-";"2010-10-15";"2009-02-13"
"30702011";"tuss-22";"Grande dorsal (latissimus dorsi) - transplantes músculo-cutâneos com microanastomoses vasculares";"-";"2010-10-15";"2009-02-13"
"40202151";"tuss-22";"Desobstrução brônquica com laser ou eletrocautério ";"-";"2010-10-15";"2009-02-13"
"30701210";"tuss-22";"Transplante miocutâneo com microanastomose";"-";"2010-10-15";"2009-02-13"
"40202143";"tuss-22";"Descompressão colônica por colonoscopia ";"-";"2010-10-15";"2009-02-13"
"30701201";"tuss-22";"Transplante cutâneo sem microanastomose, ilha neurovascular ";"-";"2010-10-15";"2009-02-13"
"40202135";"tuss-22";"Colonoscopia com magnificação e tatuagem ";"-";"2010-10-15";"2009-02-13"
"30701198";"tuss-22";"Transplante cutâneo com microanastomose";"-";"2010-10-15";"2009-02-13"
"40202127";"tuss-22";"Colocação de prótese traqueal ou brônquica ";"-";"2010-10-15";"2009-02-13"
"30701180";"tuss-22";"Temporal ";"-";"2010-10-15";"2009-02-13"
"40202119";"tuss-22";"Colocação de prótese coledociana por via endoscópica ";"-";"2010-10-15";"2009-02-13"
"30701171";"tuss-22";"Retroauricular";"-";"2010-10-15";"2009-02-13"
"40202100";"tuss-22";"Colocação de cateter para braquiterapia endobrônquica";"-";"2010-10-15";"2009-02-13"
"30701163";"tuss-22";"Paraescapular";"-";"2010-10-15";"2009-02-13"
"40202097";"tuss-22";"Colocação de cânula sob orientação endoscópica";"-";"2010-10-15";"2009-02-13"
"30701155";"tuss-22";"Outros transplantes cutâneos";"-";"2010-10-15";"2009-02-13"
"40202089";"tuss-22";"Colagem de fístula por via endoscópica";"-";"2010-10-15";"2009-02-13"
"30701147";"tuss-22";"Interdigital da 1ª comissura dos dedos do pé - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"40202070";"tuss-22";"Cistoenterostomia com colocação de prótese ou dreno ";"-";"2010-10-15";"2009-02-13"
"30701139";"tuss-22";"Intercostal - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"40202062";"tuss-22";"Cecostomia ";"-";"2010-10-15";"2009-02-13"
"40202054";"tuss-22";"Broncoscopia com biópsia transbrônquica com acompanhamento radioscópico ";"-";"2010-10-15";"2009-02-13"
"30701120";"tuss-22";"Inguino-cural - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"30701112";"tuss-22";"Fossa poplítea - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"40202046";"tuss-22";"Biópsias por laparoscopia";"-";"2010-10-15";"2009-02-13"
"40202038";"tuss-22";"Endoscopia digestiva alta com biópsia e/ou citologia ";"-";"2010-10-15";"2009-02-13"
"30701104";"tuss-22";"Femoral - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"30701090";"tuss-22";"Escapular - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"40202011";"tuss-22";"Aritenoidectomia microcirúrgica endoscópica";"-";"2010-10-15";"2009-02-13"
"30701082";"tuss-22";"Dorsal do pé - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"40201406";"tuss-22";"Aplicação de plasma de argônio por sigmoidoscopia";"-";"2014-08-31";"2012-10-10"
"40201392";"tuss-22";"Aplicação de plasma de argônio por colonoscopia";"-";"2014-08-31";"2012-10-10"
"30701074";"tuss-22";"Digital do hallux - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"40201384";"tuss-22";"Aplicação de plasma de argônio por broncoscopia";"-";"2014-08-31";"2012-10-10"
"30701066";"tuss-22";"Digitais (da face volar e látero-cubital dos dedos médio e anular da mão) - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"40201376";"tuss-22";"Aplicação de plasma de argônio por endoscopia digestiva alta";"-";"2014-08-31";"2012-10-10"
"30701058";"tuss-22";"Deltopeitoral - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"40201368";"tuss-22";"Broncoscopia com cromoscopia";"-";"2014-08-31";"2012-10-10"
"30701040";"tuss-22";"Couro cabeludo - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"40201350";"tuss-22";"Colonoscopia com cromoscopia";"-";"2014-08-31";"2012-10-10"
"30701031";"tuss-22";"Axilar - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"30701023";"tuss-22";"Antebraço  - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"40201341";"tuss-22";"Enteroscopia do intestino delgado com cápsula endoscópica";"-";"2010-10-15";"2010-09-09"
"40201333";"tuss-22";"Endoscopia digestiva alta com cromoscopia";"-";"2010-10-15";"2009-02-13"
"30701015";"tuss-22";"Abdominal ou hipogástrico - transplantes cutâneos ";"-";"2010-10-15";"2009-02-13"
"40201325";"tuss-22";"Videoquimografia laríngea";"-";"2010-10-15";"2009-02-13"
"40201317";"tuss-22";"Medida de pressão de varizes de esôfago endoscópica";"-";"2010-10-15";"2009-02-13"
"40201309";"tuss-22";"Avaliação endoscópica da deglutição (FEES)";"-";"2010-10-15";"2009-02-13"
"40201287";"tuss-22";"Ureteroscopia rígida unilateral";"-";"2010-10-15";"2009-02-13"
"40201279";"tuss-22";"Ureteroscopia flexível unilateral";"-";"2010-10-15";"2009-02-13"
"40201260";"tuss-22";"Vídeo-faringo-laringoscopia com endoscópio rígido";"-";"2010-10-15";"2009-02-13"
"40201252";"tuss-22";"Vídeo-faringo-laringoscopia com endoscópio flexível";"-";"2010-10-15";"2009-02-13"
"40201244";"tuss-22";"Vídeo-laringo-estroboscopia com endoscópio rígido";"-";"2010-10-15";"2009-02-13"
"40201236";"tuss-22";"Vídeo-laringo-estroboscopia com endoscópio flexível";"-";"2010-10-15";"2009-02-13"
"40201228";"tuss-22";"Vídeo-endoscopia naso-sinusal com ótica rígida";"-";"2010-10-15";"2009-02-13"
"30602467";"tuss-22";"Reconstrução mamária com retalho miocutâneo de grande dorsal ";"-";"2021-10-31";"2021-08-01"
"40201210";"tuss-22";"Vídeo-endoscopia naso-sinusal com ótica flexível";"-";"2010-10-15";"2009-02-13"
"30602459";"tuss-22";"Retirada de prótese de mama - unilateral";"-";"2021-10-31";"2021-08-01"
"40201201";"tuss-22";"Vídeo-endoscopia do esfíncter velo-palatino com ótica rígida";"-";"2010-10-15";"2009-02-13"
"30602440";"tuss-22";"Reposicionamento com complexo aréolo-papilar - unilateral";"-";"2021-10-31";"2021-08-01"
"40201198";"tuss-22";"Vídeo-endoscopia do esfíncter velo-palatino com ótica flexível";"-";"2010-10-15";"2009-02-13"
"30602432";"tuss-22";"Reconstrução mamária com retalho livre microcirúrgico";"-";"2021-10-31";"2021-08-01"
"40201180";"tuss-22";"Retossigmoidoscopia rígida";"-";"2010-10-15";"2009-02-13"
"30602424";"tuss-22";"Papilectomia de mama - unilateral ";"-";"2021-10-31";"2021-08-01"
"40201171";"tuss-22";"Retossigmoidoscopia flexível";"-";"2010-10-15";"2009-02-13"
"30602416";"tuss-22";"Mastectomia preservadora de pele";"-";"2021-10-31";"2021-08-01"
"40201163";"tuss-22";"Laparoscopia";"-";"2010-10-15";"2009-02-13"
"30602408";"tuss-22";"Capsulectomia - ressecção de cápsula da prótese unilateral";"-";"2021-10-31";"2021-08-01"
"40201155";"tuss-22";"Histeroscopia diagnóstica com biópsia";"-";"2010-10-15";"2009-02-13"
"30602394";"tuss-22";"Adenomastectomia com redução de excesso de pele";"-";"2021-10-31";"2021-08-01"
"40201147";"tuss-22";"Enteroscopia (push enteroscopia)";"-";"2010-10-15";"2024-04-01"
"30602386";"tuss-22";"Adenomastectomia / mastectomia preservadora de pele, aréola e papila";"-";"2021-10-31";"2021-08-01"
"40201139";"tuss-22";"Endoscopia digestiva alta com magnificação";"-";"2010-10-15";"2009-02-13"
"30602378";"tuss-22";"Mamoplastia masculina pós-bariátrica";"-";"2021-10-31";"2021-08-01"
"40201120";"tuss-22";"Endoscopia digestiva alta";"-";"2010-10-15";"2009-02-13"
"30602360";"tuss-22";"Mamoplastia feminina (com ou sem uso de implantes mamários) pós-bariátrica";"-";"2021-10-31";"2021-08-01"
"30602351";"tuss-22";"Mamoplastia";"-";"2014-08-31";"2012-10-10"
"40201112";"tuss-22";"Ecoendoscopia baixa";"-";"2010-10-15";"2009-02-13"
"30602343";"tuss-22";"Linfadenectomia por incisão extra-axilar";"-";"2010-10-15";"2010-09-09"
"40201104";"tuss-22";"Ecoendoscopia alta";"-";"2010-10-15";"2009-02-13"
"30602335";"tuss-22";"Biópsia percutânea com agulha grossa, em consultório";"-";"2010-10-15";"2010-09-09"
"40201090";"tuss-22";"Colonoscopia com magnificação";"-";"2010-10-15";"2009-02-13"
"40201082";"tuss-22";"Colonoscopia (inclui a retossigmoidoscopia)";"-";"2010-10-15";"2009-02-13"
"30602327";"tuss-22";"Substituição de prótese - em mama";"-";"2010-10-15";"2022-08-01"
"40201074";"tuss-22";"Colangiopancreatografia retrógrada endoscópica";"-";"2010-10-15";"2009-02-13"
"30602319";"tuss-22";"Retirada da válvula após colocação de expansor permanente - em mama";"-";"2010-10-15";"2022-08-01"
"40201066";"tuss-22";"Cistoscopia e/ou uretroscopia";"-";"2010-10-15";"2009-02-13"
"30602300";"tuss-22";"Ressecção dos ductos principais da mama - unilateral";"-";"2010-10-15";"2009-02-13"
"40201058";"tuss-22";"Broncoscopia com ou sem aspirado ou lavado brônquico bilateral";"-";"2010-10-15";"2009-02-13"
"30602297";"tuss-22";"Ressecção do linfonodo sentinela / torácica medial";"-";"2010-10-15";"2009-02-13"
"40201031";"tuss-22";"Broncoscopia com biópsia transbrônquica";"-";"2010-10-15";"2009-02-13"
"30602289";"tuss-22";"Ressecção do linfonodo sentinela / torácica lateral - em mama";"-";"2010-10-15";"2022-08-01"
"40201023";"tuss-22";"Anuscopia (interna e externa)";"-";"2010-10-15";"2009-02-13"
"30602262";"tuss-22";"Reconstrução da mama com prótese e/ou expansor";"-";"2010-10-15";"2009-02-13"
"30602254";"tuss-22";"Reconstrução parcial da mama pós-quadrantectomia";"-";"2010-10-15";"2009-02-13"
"40201015";"tuss-22";"Amnioscopia";"-";"2010-10-15";"2009-02-13"
"30602246";"tuss-22";"Reconstrução mamária com retalhos cutâneos regionais";"-";"2010-10-15";"2009-02-13"
"40105148";"tuss-22";"Espirometria";"-";"2014-08-31";"2012-10-10"
"30602238";"tuss-22";"Reconstrução mamária com retalho muscular ou miocutâneo - unilateral";"-";"2010-10-15";"2009-02-13"
"40105130";"tuss-22";"Regulação ventilatória - 3) resposta a hipoxia e hipercapnia";"-";"2010-10-15";"2009-02-13"
"30602211";"tuss-22";"Reconstrução da placa aréolo mamilar - unilateral";"-";"2010-10-15";"2009-02-13"
"40105121";"tuss-22";"Regulação ventilatória - 2) determinação da pressão de oclusão";"-";"2010-10-15";"2009-02-13"
"30602203";"tuss-22";"Quadrantectomia - ressecção segmentar - em mama";"-";"2010-10-15";"2022-08-01"
"40105113";"tuss-22";"Regulação ventilatória - 1) medida de ventilação e do padrão ventilatório";"-";"2010-10-15";"2009-02-13"
"30602190";"tuss-22";"Quadrantectomia e linfadenectomia axilar - em mama";"-";"2010-10-15";"2022-08-01"
"40105105";"tuss-22";"Espirografia Simples - capacidade vital lenta";"-";"2010-10-15";"2009-02-13"
"30602181";"tuss-22";"Punção ou biópsia percutânea de agulha fina - por nódulo (máximo de 3 nódulos por mama) ";"-";"2010-10-15";"2009-02-13"
"40105091";"tuss-22";"Resistência das vias aéreas por pletismografia";"-";"2010-10-15";"2009-02-13"
"40105083";"tuss-22";"Resistência das vias aéreas por oscilometria";"-";"2010-10-15";"2009-02-13"
"30602173";"tuss-22";"Mastoplastia em mama oposta após reconstrução da contralateral";"-";"2010-10-15";"2009-02-13"
"40105075";"tuss-22";"Prova de função pulmonar completa (ou espirometria)";"-";"2010-10-15";"2009-02-13"
"30602165";"tuss-22";"Mastectomia subcutânea e inclusão da prótese";"-";"2010-10-15";"2009-02-13"
"40105067";"tuss-22";"Medida seriada por 3 semanas do pico de fluxo expiratório";"-";"2010-10-15";"2009-02-13"
"30602157";"tuss-22";"Mastectomia simples";"-";"2010-10-15";"2009-02-13"
"40105059";"tuss-22";"Medida de pico de fluxo expiratório";"-";"2010-10-15";"2009-02-13"
"30602149";"tuss-22";"Mastectomia radical ou radical modificada - qualquer técnica";"-";"2010-10-15";"2009-02-13"
"40105040";"tuss-22";"Medida da difusão do monóxido de carbono";"-";"2010-10-15";"2009-02-13"
"30602130";"tuss-22";"Linfadenectomia axilar";"-";"2010-10-15";"2009-02-13"
"40105032";"tuss-22";"Determinação dos volumes pulmonares por pletismografia";"-";"2010-10-15";"2009-02-13"
"30602122";"tuss-22";"Correção da hipertrofia mamária - unilateral";"-";"2010-10-15";"2009-02-13"
"40105024";"tuss-22";"Determinação dos volumes pulmonares por diluição de gases";"-";"2010-10-15";"2009-02-13"
"30602114";"tuss-22";"Ginecomastia - unilateral - correção cirúrgica";"-";"2010-10-15";"2022-08-01"
"40105016";"tuss-22";"Determinação das pressões respiratórias máximas";"-";"2010-10-15";"2009-02-13"
"30602106";"tuss-22";"Fistulectomia de mama";"-";"2010-10-15";"2009-02-13"
"40104125";"tuss-22";"Sistema tridimensional de avaliação do movimento que inclui vídeo acoplado à plataforma da força e eletromiografia";"-";"2010-10-15";"2009-02-13"
"30602092";"tuss-22";"Exérese de nódulo - em mama";"-";"2010-10-15";"2022-08-01"
"40104044";"tuss-22";"Ergotonometria músculo-esquelético (tetra, paraparesia e hemiparesia)";"-";"2010-10-15";"2009-02-13"
"30602084";"tuss-22";"Exérese de mama supra-numerária - unilateral";"-";"2010-10-15";"2009-02-13"
"40104036";"tuss-22";"Curva  I/T - medida de latência de nervo periférico";"-";"2010-10-15";"2009-02-13"
"30602076";"tuss-22";"Exérese de lesão da mama por marcação estereotáxica ou roll";"-";"2010-10-15";"2009-02-13"
"40104028";"tuss-22";"Cronaximetria";"-";"2010-10-15";"2009-02-13"
"30602068";"tuss-22";"Drenagem e/ou aspiração de seroma - em mama";"-";"2010-10-15";"2022-08-01"
"40104010";"tuss-22";"Avaliação muscular por dinamometria computadorizada (isocinética) - por articulação";"-";"2010-10-15";"2009-02-13"
"30602050";"tuss-22";"Drenagem de abscesso de mama";"-";"2010-10-15";"2009-02-13"
"40103927";"tuss-22";"Teste de impulso cefálico ou vHIT (Vídeo Head Impulse Teste (Vídeo HT))";"-";"2021-10-31";"2021-08-01"
"30602041";"tuss-22";"Correção de inversão papilar - unilateral ";"-";"2010-10-15";"2009-02-13"
"40103919";"tuss-22";"Vídeoeletroencefalograma contínua invasiva para avaliação de tratamento cirúrgico de epilepsia - a cada 12 horas";"-";"2021-10-31";"2021-08-01"
"30602033";"tuss-22";"Correção cirúrgica da assimetria mamária";"-";"2010-10-15";"2009-02-13"
"40103897";"tuss-22";"Processamento auditivo central (a partir dos 7 anos e adulto)";"-";"2014-08-31";"2012-10-10"
"40103889";"tuss-22";"Processamento auditivo central infantil (de 3 a 7 anos)";"-";"2014-08-31";"2012-10-10"
"30602025";"tuss-22";"Coleta de fluxo papilar de mama";"-";"2010-10-15";"2009-02-13"
"40103870";"tuss-22";"Potencial evocado do nervo trigêmeo";"-";"2014-08-31";"2012-10-10"
"30602017";"tuss-22";"Biópsia incisional de mama";"-";"2010-10-15";"2009-02-13"
"40103862";"tuss-22";"Eletroencefalograma com eletrodos especiais";"-";"2014-08-31";"2012-10-10"
"30601312";"tuss-22";"Osteomielite de costela ou esterno - tratamento conservador";"-";"2010-10-15";"2009-02-13"
"40103854";"tuss-22";"Teste de Fowler";"-";"2010-10-15";"2009-02-13"
"30601304";"tuss-22";"Fratura de costela ou esterno - tratamento conservador";"-";"2010-10-15";"2009-02-13"
"40103846";"tuss-22";"Prova de Stenger";"-";"2010-10-15";"2009-02-13"
"30601290";"tuss-22";"Ressutura de parede torácica";"-";"2010-10-15";"2009-02-13"
"40103838";"tuss-22";"Prova de Doerfler-Stewart";"-";"2010-10-15";"2009-02-13"
"30601282";"tuss-22";"Vídeo para procedimentos sobre a coluna vertebral";"-";"2010-10-15";"2009-02-13"
"30601274";"tuss-22";"Correção de deformidades da parede torácica por vídeo";"-";"2010-10-15";"2009-02-13"
"40103820";"tuss-22";"Pesquisa do nistagmo optocinético";"-";"2010-10-15";"2009-02-13"
"40103811";"tuss-22";"Eletrodiagnóstico";"-";"2010-10-15";"2009-02-13"
"30601266";"tuss-22";"Punção biópsia de costela ou esterno";"-";"2010-10-15";"2009-02-13"
"40103803";"tuss-22";"Avaliação da função auditiva central";"-";"2010-10-15";"2009-02-13"
"30601258";"tuss-22";"Osteomielite de costela ou esterno - tratamento cirúrgico";"-";"2010-10-15";"2009-02-13"
"40103790";"tuss-22";"Audiometrias de altas frequências";"-";"2010-10-15";"2009-02-13"
"30601240";"tuss-22";"Fratura luxação de esterno ou costela - tratamento cirúrgico";"-";"2010-10-15";"2009-02-13"
"40103781";"tuss-22";"Audiometria ocupacional ou de seleção";"-";"2010-10-15";"2009-02-13"
"30601231";"tuss-22";"Fratura luxação de esterno ou costela - redução incruenta";"-";"2010-10-15";"2009-02-13"
"40103765";"tuss-22";"Videonistagmografia infravermelha";"-";"2010-10-15";"2009-02-13"
"30601223";"tuss-22";"Biópsia cirúrgica de costela ou esterno";"-";"2010-10-15";"2009-02-13"
"40103757";"tuss-22";"Vídeo-EEG contínua não invasiva - a cada 12 horas";"-";"2010-10-15";"2022-08-01"
"30601215";"tuss-22";"Tratamento cirúrgico de fraturas do gradil costal";"-";"2010-10-15";"2009-02-13"
"40103749";"tuss-22";"Vectoeletronistagmografia - computadorizada";"-";"2010-10-15";"2009-02-13"
"30601207";"tuss-22";"Tração esquelética do gradil costo-esternal (traumatismo)";"-";"2010-10-15";"2009-02-13"
"40103730";"tuss-22";"Teste de latências múltiplas de sono (TLMS) diurno pós PSG";"-";"2010-10-15";"2009-02-13"
"30601193";"tuss-22";"Toracotomia para procedimentos ortopédicos sobre a coluna vertebral";"-";"2010-10-15";"2009-02-13"
"40103722";"tuss-22";"Teste de fístula perilinfática com eletronistagmografia";"-";"2010-10-15";"2009-02-13"
"30601185";"tuss-22";"Toracotomia exploradora (excluídos os procedimentos intratorácicos)";"-";"2010-10-15";"2009-02-13"
"40103714";"tuss-22";"Teste de estimulação repetitiva (um ou mais músculos)";"-";"2010-10-15";"2009-02-13"
"30601177";"tuss-22";"Toracotomia com biópsia";"-";"2010-10-15";"2009-02-13"
"40103684";"tuss-22";"Reflexo cutâneo-simpático";"-";"2010-10-15";"2009-02-13"
"30601169";"tuss-22";"Toracoplastia (qualquer técnica)";"-";"2010-10-15";"2009-02-13"
"40103676";"tuss-22";"Rinometria acústica";"-";"2010-10-15";"2009-02-13"
"30601150";"tuss-22";"Toracectomia";"-";"2010-10-15";"2009-02-13"
"40103668";"tuss-22";"Rinomanometria computadorizada";"-";"2010-10-15";"2009-02-13"
"30601142";"tuss-22";"Retirada de corpo estranho da parede torácica";"-";"2010-10-15";"2009-02-13"
"40103650";"tuss-22";"Registro do nistagmo pendular e optocinético";"-";"2010-10-15";"2024-04-01"
"30601134";"tuss-22";"Ressecção de tumor do diafragma e reconstrução (qualquer técnica)";"-";"2010-10-15";"2009-02-13"
"40103641";"tuss-22";"Provas de função tubária";"-";"2010-10-15";"2009-02-13"
"30601126";"tuss-22";"Reconstrução da região esternal com retalhos musculares bilaterais";"-";"2010-10-15";"2009-02-13"
"40103633";"tuss-22";"Potencial evocado visual (PEV)";"-";"2010-10-15";"2009-02-13"
"30601118";"tuss-22";"Reconstrução da parede torácica com retalhos musculares ou miocutâneos";"-";"2010-10-15";"2009-02-13"
"40103625";"tuss-22";"Potencial evocado somato-sensitivo - membros superiores (PESS)";"-";"2010-10-15";"2009-02-13"
"30601100";"tuss-22";"Reconstrução da parede torácica com retalhos cutâneos";"-";"2010-10-15";"2009-02-13"
"40103617";"tuss-22";"Potencial evocado somato-sensitivo - membros inferiores (PESS)";"-";"2010-10-15";"2009-02-13"
"30601096";"tuss-22";"Reconstrução da parede torácica (com ou sem prótese)";"-";"2010-10-15";"2009-02-13"
"40103609";"tuss-22";"Potencial evocado motor - PEM (bilateral)";"-";"2010-10-15";"2009-02-13"
"30601088";"tuss-22";"Plumbagem extrafascial";"-";"2010-10-15";"2009-02-13"
"40103595";"tuss-22";"Potencial evocado gênito-cortical (PEGC)";"-";"2010-10-15";"2009-02-13"
"30601070";"tuss-22";"Mobilização de retalhos musculares ou do omento ";"-";"2010-10-15";"2009-02-13"
"40103587";"tuss-22";"Potencial somato-sensitivo para localização funcional da área central (monitorização por hora) até 3 horas";"-";"2010-10-15";"2009-02-13"
"30601053";"tuss-22";"Fechamento de pleurostomia";"-";"2010-10-15";"2009-02-13"
"40103579";"tuss-22";"Potencial evocado auditivo de média latência (PEA-ML) bilateral";"-";"2010-10-15";"2009-02-13"
"30601045";"tuss-22";"Esternectomia total";"-";"2010-10-15";"2009-02-13"
"40103560";"tuss-22";"Potencial evocado - P300";"-";"2010-10-15";"2009-02-13"
"30601037";"tuss-22";"Esternectomia subtotal";"-";"2010-10-15";"2009-02-13"
"40103552";"tuss-22";"Posturografia";"-";"2010-10-15";"2009-02-13"
"30601029";"tuss-22";"Costectomia";"-";"2010-10-15";"2009-02-13"
"40103544";"tuss-22";"Polissonograma com teste de CPAP/BIPAP nasal";"-";"2016-03-31";"2016-01-01"
"30601010";"tuss-22";"Correção de deformidades da parede torácica";"-";"2010-10-15";"2009-02-13"
"40103536";"tuss-22";"Polissonograma com EEG de noite inteira";"-";"2010-10-15";"2009-02-13"
"40103528";"tuss-22";"Polissonografia de noite inteira (PSG) (inclui polissonogramas)";"-";"2010-10-15";"2009-02-13"
"40103510";"tuss-22";"Poligrafia de recém-nascido (maior ou igual 2 horas) (PG/RN)";"-";"2010-10-15";"2009-02-13"
"40103501";"tuss-22";"Pesquisa do fenômeno de Tullio";"-";"2010-10-15";"2009-02-13"
"40103498";"tuss-22";"Potencial evocado auditivo de tronco cerebral (PEA-TC)";"-";"2010-10-15";"2009-02-13"
"40103480";"tuss-22";"Pesquisa de pares cranianos relacionados com o VIII PAR";"-";"2010-10-15";"2009-02-13"
"40103471";"tuss-22";"Perimetria com scanning laser ophthalmoscope - monocular";"-";"2010-10-15";"2009-02-13"
"30502365";"tuss-22";"Sinusotomia frontal intranasal com balão por videoendoscopia";"-";"2014-08-31";"2012-10-10"
"40103463";"tuss-22";"Otoemissões evocadas transientes";"-";"2010-10-15";"2009-02-13"
"30502357";"tuss-22";"Sinusotomia frontal intranasal por videoendoscopia";"-";"2010-10-15";"2009-02-13"
"40103455";"tuss-22";"Otoemissões acústicas produto de distorção";"-";"2010-10-15";"2009-02-13"
"30502349";"tuss-22";"Sinusotomia esfenoidal por videoendoscopia";"-";"2010-10-15";"2009-02-13"
"40103447";"tuss-22";"Método de Proetz (por sessão)";"-";"2010-10-15";"2009-02-13"
"30502322";"tuss-22";"Sinusectomia maxilar - via endonasal por videoendoscopia";"-";"2010-10-15";"2009-02-13"
"40103439";"tuss-22";"Impedanciometria - timpanometria";"-";"2017-07-09";"2017-04-10"
"30502314";"tuss-22";"Etmoidectomia intranasal por videoendoscopia";"-";"2010-10-15";"2009-02-13"
"40103420";"tuss-22";"Imitanciometria de alta frequência";"-";"2010-10-15";"2009-02-13"
"30502306";"tuss-22";"Artéria maxilar interna - ligadura transmaxilar por videoendoscopia";"-";"2010-10-15";"2009-02-13"
"40103412";"tuss-22";"Gustometria";"-";"2010-10-15";"2009-02-13"
"30502292";"tuss-22";"Antrostomia maxilar intranasal por videoendoscopia";"-";"2010-10-15";"2009-02-13"
"40103404";"tuss-22";"Espectrografia vocal";"-";"2010-10-15";"2009-02-13"
"30502276";"tuss-22";"Sinusotomia frontal via externa";"-";"2010-10-15";"2009-02-13"
"40103390";"tuss-22";"EMG quantitativa ou EMG de fibra única";"-";"2010-10-15";"2009-02-13"
"30502268";"tuss-22";"Sinusotomia frontal intranasal";"-";"2010-10-15";"2009-02-13"
"40103382";"tuss-22";"EMG para monitoração de quimodenervação (por sessão)";"-";"2010-10-15";"2009-02-13"
"30502250";"tuss-22";"Sinusotomia esfenoidal";"-";"2010-10-15";"2009-02-13"
"40103374";"tuss-22";"EMG com registro de movimento involuntário (teste dinâmico de escrita; estudo funcional de tremores)";"-";"2010-10-15";"2009-02-13"
"30502241";"tuss-22";"Sinusectomia transmaxilar (Ermiro de Lima)";"-";"2010-10-15";"2009-02-13"
"40103366";"tuss-22";"Eletroneuromiografia genitoperineal";"-";"2010-10-15";"2009-02-13"
"30502233";"tuss-22";"Sinusectomia maxilar - via oral (Caldwell-Luc)";"-";"2010-10-15";"2009-02-13"
"40103358";"tuss-22";"Eletroneuromiografia de segmento especial";"-";"2010-10-15";"2009-02-13"
"30502225";"tuss-22";"Sinusectomia fronto-etmoidal por via externa";"-";"2010-10-15";"2009-02-13"
"40103340";"tuss-22";"Eletroneuromiografia de segmento complementar";"-";"2010-10-15";"2009-02-13"
